Subject,Number,Course Title,Year,Term,Primary Instructor,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,averageGPA,studentCount,courseDesc
CS,598,Data-Driven Design,2015,Fall,"Kumar, Ranjitha",2,8,5,4,2,0,0,0,0,0,0,0,0,0,3.699,21,Subject offerings of new and developing areas of knowledge in computer science intended to augment the existing curriculum. See Class Schedule or departmental course information for topics and prerequisites. May be repeated in the same or separate terms if topics vary.
CS,598,Deep Learning,2018,Fall,"Sirignano, Justin A",12,17,7,1,2,0,0,0,0,0,0,0,0,0,3.872,39,Subject offerings of new and developing areas of knowledge in computer science intended to augment the existing curriculum. See Class Schedule or departmental course information for topics and prerequisites. May be repeated in the same or separate terms if topics vary.
CS,598,Foundations of Data Curation,2018,Fall,"Renear, Allen H",75,28,5,2,2,0,0,0,0,0,0,0,0,0,3.955,112,Subject offerings of new and developing areas of knowledge in computer science intended to augment the existing curriculum. See Class Schedule or departmental course information for topics and prerequisites. May be repeated in the same or separate terms if topics vary.
CS,598,Graphical Models,2016,Fall,"Koyejo, Oluwasanmi O",3,19,1,0,0,0,0,0,0,0,1,0,0,1,3.861,25,Subject offerings of new and developing areas of knowledge in computer science intended to augment the existing curriculum. See Class Schedule or departmental course information for topics and prerequisites. May be repeated in the same or separate terms if topics vary.
CS,598,HCI for ML,2018,Fall,"Kumar, Ranjitha",0,24,11,2,1,0,0,0,0,0,0,0,0,1,3.843,39,Subject offerings of new and developing areas of knowledge in computer science intended to augment the existing curriculum. See Class Schedule or departmental course information for topics and prerequisites. May be repeated in the same or separate terms if topics vary.
CS,598,Improving Your Research Skills,2015,Spring,"Sha, Lui R",9,12,4,3,0,0,0,0,0,0,0,0,0,0,3.8810000000000002,28,Subject offerings of new and developing areas of knowledge in computer science intended to augment the existing curriculum. See Class Schedule or departmental course information for topics and prerequisites. May be repeated in the same or separate terms if topics vary.
CS,598,Lang/Abst f High-Perf Sci Comp,2018,Fall,"Kloeckner, Andreas P",0,19,1,1,0,0,0,0,0,0,0,0,0,0,3.952,21,Subject offerings of new and developing areas of knowledge in computer science intended to augment the existing curriculum. See Class Schedule or departmental course information for topics and prerequisites. May be repeated in the same or separate terms if topics vary.
CS,598,Mach Lrng for Signal Processng,2012,Fall,"Smaragdis, Paris",7,20,4,1,0,0,0,0,0,0,0,0,0,0,3.938,32,Subject offerings of new and developing areas of knowledge in computer science intended to augment the existing curriculum. See Class Schedule or departmental course information for topics and prerequisites. May be repeated in the same or separate terms if topics vary.
CS,598,Mach Lrng for Signal Processng,2013,Fall,"Smaragdis, Paris",4,47,3,5,1,0,0,0,0,0,0,0,0,0,3.911,60,Subject offerings of new and developing areas of knowledge in computer science intended to augment the existing curriculum. See Class Schedule or departmental course information for topics and prerequisites. May be repeated in the same or separate terms if topics vary.
CS,598,Mach Lrng for Signal Processng,2014,Fall,"Smaragdis, Paris",12,23,16,0,2,5,1,0,0,0,0,0,1,0,3.673,60,Subject offerings of new and developing areas of knowledge in computer science intended to augment the existing curriculum. See Class Schedule or departmental course information for topics and prerequisites. May be repeated in the same or separate terms if topics vary.
CS,598,Mach Lrng for Signal Processng,2017,Fall,"Smaragdis, Paris",17,32,19,2,0,1,0,1,0,0,0,0,2,1,3.7439999999999998,75,Subject offerings of new and developing areas of knowledge in computer science intended to augment the existing curriculum. See Class Schedule or departmental course information for topics and prerequisites. May be repeated in the same or separate terms if topics vary.
CS,598,Mach Lrng for Signal Processng,2018,Fall,"Smaragdis, Paris",14,43,11,0,13,2,0,0,1,0,0,0,0,0,3.7430000000000003,84,Subject offerings of new and developing areas of knowledge in computer science intended to augment the existing curriculum. See Class Schedule or departmental course information for topics and prerequisites. May be repeated in the same or separate terms if topics vary.
CS,598,Machine Learning Theory,2017,Fall,"Telgarsky, Matus J",2,13,5,0,2,0,0,0,0,0,0,0,0,0,3.8339999999999996,22,Subject offerings of new and developing areas of knowledge in computer science intended to augment the existing curriculum. See Class Schedule or departmental course information for topics and prerequisites. May be repeated in the same or separate terms if topics vary.
CS,598,Machine Lrning Computation Bio,2015,Fall,"Peng, Jian",5,13,2,1,0,0,0,0,0,0,0,0,0,0,3.937,21,Subject offerings of new and developing areas of knowledge in computer science intended to augment the existing curriculum. See Class Schedule or departmental course information for topics and prerequisites. May be repeated in the same or separate terms if topics vary.
CS,598,Machine Lrning Computation Bio,2018,Fall,"Peng, Jian",1,15,6,0,3,0,0,0,0,0,0,0,0,0,3.801,25,Subject offerings of new and developing areas of knowledge in computer science intended to augment the existing curriculum. See Class Schedule or departmental course information for topics and prerequisites. May be repeated in the same or separate terms if topics vary.
CS,598,Parallel Programming,2014,Fall,"Kale, Laxmikant V",1,11,4,2,3,2,0,0,0,0,0,0,0,0,3.638,23,Subject offerings of new and developing areas of knowledge in computer science intended to augment the existing curriculum. See Class Schedule or departmental course information for topics and prerequisites. May be repeated in the same or separate terms if topics vary.
CS,598,Practical Statistical Learning,2018,Fall,"Liang, Feng",1,90,13,7,3,0,0,2,0,0,0,0,2,0,3.7969999999999997,118,Subject offerings of new and developing areas of knowledge in computer science intended to augment the existing curriculum. See Class Schedule or departmental course information for topics and prerequisites. May be repeated in the same or separate terms if topics vary.
CS,598,Realiablity of Cloud-Scale Sys,2018,Fall,"Xu, Tianyin",3,13,9,5,1,0,0,0,0,0,0,0,0,0,3.764,31,Subject offerings of new and developing areas of knowledge in computer science intended to augment the existing curriculum. See Class Schedule or departmental course information for topics and prerequisites. May be repeated in the same or separate terms if topics vary.
CS,598,Secure Processor Design,2017,Fall,"Fletcher, Christopher W",3,19,2,1,0,0,0,0,0,0,0,0,0,0,3.947,25,Subject offerings of new and developing areas of knowledge in computer science intended to augment the existing curriculum. See Class Schedule or departmental course information for topics and prerequisites. May be repeated in the same or separate terms if topics vary.
CS,598,Social Sensing,2017,Spring,"Abdelzaher, Tarek",7,11,4,2,0,0,0,0,0,0,0,0,0,0,3.889,24,Subject offerings of new and developing areas of knowledge in computer science intended to augment the existing curriculum. See Class Schedule or departmental course information for topics and prerequisites. May be repeated in the same or separate terms if topics vary.
CS,598,Social Spaces on the Internet,2018,Fall,"Karahalios, Kyratso G",12,11,4,1,0,0,0,0,0,0,0,0,0,0,3.929,28,Subject offerings of new and developing areas of knowledge in computer science intended to augment the existing curriculum. See Class Schedule or departmental course information for topics and prerequisites. May be repeated in the same or separate terms if topics vary.
CS,598,Special Topics,2010,Spring,"Hockenmaier, Julia C",0,17,4,1,0,0,0,0,0,0,0,0,0,0,3.91,22,Subject offerings of new and developing areas of knowledge in computer science intended to augment the existing curriculum. See Class Schedule or departmental course information for topics and prerequisites. May be repeated in the same or separate terms if topics vary.
CS,598,Special Topics,2011,Fall,"Rutenbar, Robin A",3,8,5,2,6,5,0,0,0,0,0,0,0,0,3.4610000000000003,29,Subject offerings of new and developing areas of knowledge in computer science intended to augment the existing curriculum. See Class Schedule or departmental course information for topics and prerequisites. May be repeated in the same or separate terms if topics vary.
CS,598,Special Topics,2014,Spring,"Adve, Sarita V",14,3,1,0,2,1,0,0,0,0,0,0,0,0,3.826,21,Subject offerings of new and developing areas of knowledge in computer science intended to augment the existing curriculum. See Class Schedule or departmental course information for topics and prerequisites. May be repeated in the same or separate terms if topics vary.
CS,598,Stat Reinforcement lrng,2019,Spring,"Jiang, Nan",8,10,3,1,1,0,0,0,0,0,0,0,0,0,3.884,23,Subject offerings of new and developing areas of knowledge in computer science intended to augment the existing curriculum. See Class Schedule or departmental course information for topics and prerequisites. May be repeated in the same or separate terms if topics vary.
CS,598,Statistical Reinforcement,2018,Fall,"Jiang, Nan",4,8,5,1,0,0,1,2,0,0,0,0,0,0,3.62,21,Subject offerings of new and developing areas of knowledge in computer science intended to augment the existing curriculum. See Class Schedule or departmental course information for topics and prerequisites. May be repeated in the same or separate terms if topics vary.
CS,598,Topic in Algorithms,2015,Spring,"Blum, Avrim L",3,8,7,1,5,0,0,0,0,0,0,0,0,0,3.667,24,Subject offerings of new and developing areas of knowledge in computer science intended to augment the existing curriculum. See Class Schedule or departmental course information for topics and prerequisites. May be repeated in the same or separate terms if topics vary.
