courseNo,courseTitle,year,term,primaryInstructor,aPlus,a,aMinus,bPlus,b,bMinus,cPlus,c,cMinus,dPlus,d,dMinus,f,courseDesc
548,Models of Cognitive Processes,2018,Fall,"Fu, Wai-Tat",0,10,0.0,0.0,12,1.0,0.0,2,0.0,0.0,0,0.0,0,"Formal models and concepts in automated cognition; integrating machine learning and prior knowledge; current approaches and detailed analyses of the role of reasoning in the learning process; computational complexity and fundamental tradeoffs between expressiveness and tractability; implications for state-of-the-art artificial intelligence areas such as automated planning, the semantic web, relational learning, structured prediction, latent models, structure learning, theory formation, etc.; philosophical and psychological aspects of integrating analytic and empirical evidence. "
554,Parallel Numerical Algorithms,2010,Spring,"Heath, Michael T",4,2,6.0,7.0,1,2.0,0.0,0,0.0,0.0,0,0.0,0,"Numerical algorithms for parallel computers: parallel algorithms in numerical linear algebra (dense and sparse solvers for linear systems and the algebraic eigenvalue problem), numerical handling of ordinary and partial differential equations, and numerical optimization techniques. "
554,Parallel Numerical Algorithms,2011,Fall,"Heath, Michael T",4,8,7.0,2.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,"Numerical algorithms for parallel computers: parallel algorithms in numerical linear algebra (dense and sparse solvers for linear systems and the algebraic eigenvalue problem), numerical handling of ordinary and partial differential equations, and numerical optimization techniques. "
554,Parallel Numerical Algorithms,2013,Fall,"Heath, Michael T",3,6,12.0,5.0,2,3.0,0.0,0,0.0,0.0,0,0.0,0,"Numerical algorithms for parallel computers: parallel algorithms in numerical linear algebra (dense and sparse solvers for linear systems and the algebraic eigenvalue problem), numerical handling of ordinary and partial differential equations, and numerical optimization techniques. "
554,Parallel Numerical Algorithms,2015,Fall,"Heath, Michael T",3,6,4.0,8.0,1,4.0,0.0,0,0.0,0.0,0,0.0,0,"Numerical algorithms for parallel computers: parallel algorithms in numerical linear algebra (dense and sparse solvers for linear systems and the algebraic eigenvalue problem), numerical handling of ordinary and partial differential equations, and numerical optimization techniques. "
554,Parallel Numerical Algorithms,2017,Fall,"Solomonik, Edgar V",1,9,9.0,3.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,"Numerical algorithms for parallel computers: parallel algorithms in numerical linear algebra (dense and sparse solvers for linear systems and the algebraic eigenvalue problem), numerical handling of ordinary and partial differential equations, and numerical optimization techniques. "
555,Numerical Methods for PDEs,2010,Spring,"Hirani, Anil N",2,8,9.0,6.0,1,2.0,0.0,0,0.0,0.0,0,0.0,0,"Numerical techniques for initial and boundary value problems in partial differential equations. Finite difference and finite element discretization techniques, direct and iterative solution methods for discrete problems, and programming techniques and usage of software packages. "
555,Numerical Methods for PDEs,2013,Spring,"Olson, Luke",0,21,3.0,6.0,1,5.0,0.0,1,0.0,0.0,0,0.0,0,"Numerical techniques for initial and boundary value problems in partial differential equations. Finite difference and finite element discretization techniques, direct and iterative solution methods for discrete problems, and programming techniques and usage of software packages. "
555,Numerical Methods for PDEs,2014,Spring,"Olson, Luke",1,22,4.0,3.0,0,0.0,0.0,0,1.0,0.0,0,0.0,0,"Numerical techniques for initial and boundary value problems in partial differential equations. Finite difference and finite element discretization techniques, direct and iterative solution methods for discrete problems, and programming techniques and usage of software packages. "
555,Numerical Methods for PDEs,2015,Spring,"Olson, Luke",0,21,3.0,0.0,1,3.0,0.0,0,0.0,0.0,0,0.0,1,"Numerical techniques for initial and boundary value problems in partial differential equations. Finite difference and finite element discretization techniques, direct and iterative solution methods for discrete problems, and programming techniques and usage of software packages. "
555,Numerical Methods for PDEs,2016,Spring,"Olson, Luke",0,21,3.0,0.0,2,0.0,0.0,0,0.0,0.0,0,0.0,0,"Numerical techniques for initial and boundary value problems in partial differential equations. Finite difference and finite element discretization techniques, direct and iterative solution methods for discrete problems, and programming techniques and usage of software packages. "
555,Numerical Methods for PDEs,2017,Spring,"Olson, Luke",0,28,2.0,1.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,"Numerical techniques for initial and boundary value problems in partial differential equations. Finite difference and finite element discretization techniques, direct and iterative solution methods for discrete problems, and programming techniques and usage of software packages. "
555,Numerical Methods for PDEs,2018,Spring,"Fischer, Paul",2,16,6.0,1.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,"Numerical techniques for initial and boundary value problems in partial differential equations. Finite difference and finite element discretization techniques, direct and iterative solution methods for discrete problems, and programming techniques and usage of software packages. "
555,Numerical Methods for PDEs,2019,Spring,"Fischer, Paul",8,11,4.0,0.0,2,0.0,0.0,0,0.0,0.0,0,0.0,0,"Numerical techniques for initial and boundary value problems in partial differential equations. Finite difference and finite element discretization techniques, direct and iterative solution methods for discrete problems, and programming techniques and usage of software packages. "
556,Iterative & Multigrid Methods,2014,Fall,"Olson, Luke",0,15,5.0,2.0,1,2.0,0.0,0,1.0,0.0,1,0.0,0,
563,Advanced Computer Security,2016,Fall,"Gunter, Carl",0,24,0.0,0.0,1,0.0,0.0,1,0.0,0.0,0,0.0,0,
563,Advanced Computer Security,2018,Fall,"Bates, Adam M",1,12,11.0,3.0,0,1.0,0.0,0,1.0,0.0,0,0.0,0,
565,Human-Computer Interaction,2013,Spring,"Bailey, Brian P",1,7,10.0,4.0,7,0.0,0.0,3,0.0,0.0,0,0.0,1,"In-depth coverage of advanced topics in human-computer interaction (HCI). Applied models of human performance and attention, design tools for creative design tasks, interruptions and peripheral displays, gestures, and bimanual input, and usability evaluation techniques. Students complete a research-oriented term project of their choosing. "
565,Human-Computer Interaction,2014,Spring,"Bailey, Brian P",0,21,3.0,0.0,0,0.0,0.0,1,0.0,0.0,0,0.0,0,"In-depth coverage of advanced topics in human-computer interaction (HCI). Applied models of human performance and attention, design tools for creative design tasks, interruptions and peripheral displays, gestures, and bimanual input, and usability evaluation techniques. Students complete a research-oriented term project of their choosing. "
565,Human-Computer Interaction,2015,Fall,"Bailey, Brian P",3,9,9.0,3.0,0,1.0,0.0,0,0.0,0.0,0,0.0,0,"In-depth coverage of advanced topics in human-computer interaction (HCI). Applied models of human performance and attention, design tools for creative design tasks, interruptions and peripheral displays, gestures, and bimanual input, and usability evaluation techniques. Students complete a research-oriented term project of their choosing. "
565,Human-Computer Interaction,2017,Spring,"Bailey, Brian P",0,20,3.0,4.0,2,1.0,0.0,0,0.0,0.0,0,0.0,0,"In-depth coverage of advanced topics in human-computer interaction (HCI). Applied models of human performance and attention, design tools for creative design tasks, interruptions and peripheral displays, gestures, and bimanual input, and usability evaluation techniques. Students complete a research-oriented term project of their choosing. "
573,Algorithms,2010,Fall,"Erickson, Jeff G",4,15,9.0,12.0,8,4.0,1.0,0,0.0,0.0,0,0.0,0,"NP-completeness, design and analysis techniques, approximation algorithms, randomized algorithms, combinatorial optimization, linear programming. Intended for graduate students in Computer Science. "
573,Algorithms,2011,Fall,"Chekuri, Chandra S",2,10,10.0,8.0,4,3.0,0.0,0,0.0,0.0,0,0.0,0,"NP-completeness, design and analysis techniques, approximation algorithms, randomized algorithms, combinatorial optimization, linear programming. Intended for graduate students in Computer Science. "
573,Algorithms,2012,Fall,"Har-Peled, Sariel",0,6,8.0,8.0,4,2.0,0.0,0,0.0,0.0,0,0.0,0,"NP-completeness, design and analysis techniques, approximation algorithms, randomized algorithms, combinatorial optimization, linear programming. Intended for graduate students in Computer Science. "
573,Algorithms,2013,Fall,"Har-Peled, Sariel",0,8,8.0,7.0,5,3.0,0.0,0,0.0,0.0,0,0.0,0,"NP-completeness, design and analysis techniques, approximation algorithms, randomized algorithms, combinatorial optimization, linear programming. Intended for graduate students in Computer Science. "
574,Randomized Algorithms,2014,Spring,"Har-Peled, Sariel",0,3,10.0,3.0,5,2.0,0.0,0,0.0,0.0,0,0.0,0,
579,Computational Complexity,2019,Spring,"Forbes, Michael A",2,11,6.0,3.0,1,3.0,0.0,0,0.0,0.0,0,0.0,0,"Turing machines; determinism and non-determinism; time and space hierarchy theorems; speed-up and tape compression; Blum axioms; structure of complexity classes NP, P, NL, L, and PSPACE; complete problems; randomness and complexity classes RP, RL, and BPP; alternation, polynomial-time hierarchy; circuit complexity, parallel complexity, NC, and RNC; relativized computational complexity; time-space trade-offs. "
583,Approximation Algorithms,2018,Spring,"Chekuri, Chandra S",0,23,4.0,0.0,1,0.0,0.0,0,0.0,0.0,0,0.0,0,
598,Adv Social&Information Network,2017,Fall,"Sundaram, Hari",12,7,2.0,3.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,Subject offerings of new and developing areas of knowledge in computer science intended to augment the existing curriculum. See Class Schedule or departmental course information for topics and prerequisites. May be repeated in the same or separate terms if topics vary.
598,Advanced Bayesian Modeling,2017,Fall,"Park, Trevor H",8,20,5.0,9.0,5,2.0,0.0,1,0.0,0.0,0,0.0,0,Subject offerings of new and developing areas of knowledge in computer science intended to augment the existing curriculum. See Class Schedule or departmental course information for topics and prerequisites. May be repeated in the same or separate terms if topics vary.
